"disease" "fee" "group" "count" "avg"
"2061" "多发性脑出血" 460251.54 239916.87 13 35403.9646153846
"2352" "子宫内膜息肉" 459268.64 259455.84 57 8057.34456140351
"7386" "脑动脉粥样硬化" 459228.92 334352.14 81 5669.49283950617
"2803" "应力性骨折 NEC" 458675.93 333276.51 51 8993.64568627451
"7173" "胰腺恶性肿瘤个人史" 458149.18 333756.12 5 91629.836
"6340" "肝病" 457468.36 229764.64 43 10638.7990697674
"6324" "肝恶性肿瘤个人史" 456240.5 310579.01 26 17547.7115384615
"8514" "跟腱断裂" 455236.68 274424.79 49 9290.54448979592
"6616" "肺中叶恶性肿瘤" 454496.83 354956.97 35 12985.6237142857
"9588" "食道交界恶性肿瘤" 454218.94 282508.01 18 25234.3855555556
"9629" "骨折畸形愈合" 453434.47 248416.58 19 23864.9721052632
"9690" "骨髓瘤病 (M97320/3)" 452403.17 327333.61 30 15080.1056666667
"5169" "盆腔囊肿" 451981.29 273087.27 45 10044.0286666667
"9548" "食管异物穿孔" 451260.91 282989.41 60 7521.01516666667
"562" "乳腺纤维腺瘤 (M90100/0)" 449633.66 263129.18 57 7888.3098245614
"3519" "慢性硬膜下血肿" 448292.8 276268.67 30 14943.0933333333
"8543" "踝关节脱位" 447112.85 310223.18 26 17196.6480769231
"1791" "噬血细胞综合征" 446751.09 137461.37 7 63821.5842857143
"1399" "卵巢肿物" 446566.66 256035.87 35 12759.0474285714
"7332" "脊椎应力性骨折" 445171.37 301689.83 38 11715.0360526316
"4249" "泌尿系结石 NOS" 444267.37 274644.51 103 4313.2754368932
"2936" "心包积液" 443260.16 316226.23 36 12312.7822222222
"6383" "肝胆管结石" 442361.7 287518.6 42 10532.4214285714
"1557" "口腔恶性肿瘤" 440776.14 305697.75 26 16952.9284615385
"540" "乳腺(房)原位癌 NOS" 440149.05 307852.65 47 9364.87340425532
"821" "全身性骨关节炎" 439030.64 245248.53 48 9146.47166666667
"2581" "小脑梗死" 437440.06 325879.51 38 11511.5805263158
"6858" "肾移植术后少尿" 436545.8 268226.07 20 21827.29
"5418" "睾丸炎" 436453.63 284340.41 151 2890.42139072848
"7004" "胆囊癌病" 436232.01 280968.72 17 25660.7064705882
"9663" "骨质疏松伴病理性骨折 NOS" 435364.78 320981.24 17 25609.6929411765
"6986" "胆囊切除手术" 434099.21 252398.68 84 5167.84773809524
"9769" "髋骨骨折" 433111.45 296992.54 36 12030.8736111111
"9743" "髋关节痛" 432460.38 317225.2 49 8825.72204081633
"3632" "慢性髓系白血病" 432093.11 99554.62 1 432093.11
"7185" "胰腺良性肿瘤" 431684.36 323397.97 7 61669.1942857143
"9335" "颈椎退行性病变" 431407.71 233125.29 51 8458.97470588235
"4910" "病毒性上呼吸道感染" 430880.57 291368.82 205 2101.85643902439
"8199" "蜂窝织炎" 430804.2 301485.06 111 3881.11891891892
"4239" "沸水烫伤" 430688.16 287821.03 146 2949.91890410959
"9038" "陈旧性股骨颈骨折" 430039.26 197120.88 17 25296.4270588235
"9748" "髋关节置换术后疼痛" 429117.8 214697.55 14 30651.2714285714
"2064" "多发性腰椎骨折" 426849.31 223503.39 13 32834.5623076923
"4844" "甲状腺癌病" 426647.95 232892.23 25 17065.918
"7729" "腱鞘囊肿" 426150.19 277690.04 116 3673.70853448276
"6113" "耳聋" 425903.67 281689.65 50 8518.0734
"206" "下消化道出血" 422383.35 273586.85 57 7410.23421052632
"6835" "肾盂积水伴肾输尿管结石" 421441.12 229296.46 54 7804.46518518518
"8607" "躯干部蜂窝组织炎" 421112.73 284489.65 105 4010.59742857143
"7786" "腹股沟直疝" 420718.31 220650.45 44 9561.77977272727
"4350" "消化道病变" 419364.59 296674.85 27 15532.0218518519
"1790" "器质性精神障碍 NOS" 418636.06 296988.1 35 11961.0302857143
"7068" "胆管癌 (C22.1)" 417662.94 303427.65 24 17402.6225
"6389" "肝良性肿瘤" 415767.07 298922.7 13 31982.0823076923
"4303" "流行性感冒和肺炎" 415364.58 292064.62 115 3611.86591304348
"568" "乳腺腺病" 414294.06 234580.71 60 6904.901
"528" "乳癌病" 413814.12 250935.69 41 10093.0273170732
"9882" "黄疸病" 413571.51 284056.26 24 17232.14625
"6853" "肾积水伴肾输尿管结石" 413169.84 236874.97 70 5902.42628571429
"6564" "肩胛骨骨折" 412085 266064.7 34 12120.1470588235
"7787" "腹股沟直疝(单侧)" 411760.53 272715.57 77 5347.53935064935
"3532" "慢性结肠炎" 411449.14 259564.37 88 4675.55840909091
"7783" "腹股沟疝(单侧)" 410932.36 264255.84 70 5870.46228571429
"9065" "陈旧性踝关节骨折" 408475.31 256068.08 37 11039.8732432432
"567" "乳腺脓肿" 407479.77 219109.56 60 6791.3295
"6832" "肾盂恶性肿瘤" 406787.85 288837.6 24 16949.49375
"4643" "特指慢性胰腺炎" 406199.96 266881.35 38 10689.4726315789
"9257" "颅内出血" 404189.44 281895.6 14 28870.6742857143
"7233" "胸腰椎间盘变性" 403589.23 297288.78 86 4692.89802325581
"2733" "左心衰竭" 402967.27 290993.39 41 9828.47
"9681" "骨髓增生异常综合征" 401638.79 253201.37 32 12551.2121875
"1513" "取除内固定装置" 399293.79 249958.73 86 4642.95104651163
"5490" "神经性耳鸣" 397689.39 274776.26 69 5763.61434782609
"6598" "肱骨干骨折" 397412.06 243996.47 28 14193.2878571429
"6333" "肝炎后肝硬化" 397252.4 215615.35 27 14713.0518518519
"985" "冠状动脉病" 396554.73 283729.81 16 24784.670625
"7709" "腰部损伤" 396002.59 269145.69 48 8250.05395833333
"9313" "颈动脉闭塞脑梗死" 395553.87 226730.24 15 26370.258
"8453" "足皮肤感染" 395409.91 273102.02 102 3876.56774509804
"2509" "宫颈炎性疾病" 394637.5 233934.56 87 4536.0632183908
"7065" "胆管炎" 393171.42 278016.97 67 5868.23014925373
"5204" "直肠囊肿" 393113.72 281070.31 26 15119.7584615385
"6345" "肝癌破裂出血" 392943.03 274077.13 66 5953.68227272727
"247" "下肢溃疡" 392422.93 270721.7 42 9343.40309523809
"6703" "肺纤维化" 392102.57 286763.49 24 16337.6070833333
"1501" "反流性食管炎" 392079.24 275573.32 68 5765.87117647059
"3253" "急性膀胱炎" 390996.1 271141.44 158 2474.65886075949
"7652" "腮腺肿瘤" 390995.11 260414.84 19 20578.69
"5447" "矽肺(硅肺)" 389357.06 292253.1 81 4806.87728395062
"7876" "腺癌" 387215.35 243811.85 16 24200.959375
"8752" "退行性脊柱炎" 386505.03 269526.74 30 12883.501
"2940" "心因性意识障碍" 385820.98 284442.28 21 18372.4276190476
"1620" "吞咽困难" 384516.63 252420.86 14 27465.4735714286
"3526" "慢性精神分裂症" 384489.23 322465.59 33 11651.1887878788
"1256" "化脓性关节炎" 383799.04 270136.73 63 6092.04825396825
"3335" "恶性淋巴瘤 NOS" 383550.81 280535.58 43 8919.78627906977
"6916" "胃恶性肿瘤个人史" 383286.36 291175.56 40 9582.159
"6932" "胃炎和十二指肠炎" 382920.32 271122.08 171 2239.30011695906
"8192" "蛋白尿" 381542.25 241567.25 50 7630.845
"2217" "头皮血肿" 381121.09 261129.3 75 5081.61453333333
"4070" "桡骨下端骨折[科雷氏骨折]" 380733.26 265998.49 78 4881.19564102564
"7905" "膀胱恶性肿瘤 NOS" 380264.48 222611.91 27 14083.8696296296
"7164" "胰腺占位性病变" 379860.93 215221.17 7 54265.8471428571
"8805" "重度贫血" 378998.85 262071.78 43 8813.92674418605
"6568" "肩袖损伤" 377461.6 258468.58 73 5170.70684931507
"2054" "多发性结肠息肉" 375954.62 255227.44 37 10160.9356756757
"2504" "宫颈息肉" 374566.03 227430.35 72 5202.30597222222
"1469" "双侧腹股沟疝" 372575.74 235758.45 45 8279.46088888889
"9664" "骨质疏松，不伴有病理性骨折" 372117.4 278773.81 39 9541.4717948718
"3220" "急性肾功能衰竭，尿毒症期" 371502.49 288092.88 12 30958.5408333333
"1209" "功能障碍性子宫出血" 371106.9 226876.7 122 3041.85983606557
"1220" "动脉狭窄" 369508.67 187464.07 6 61584.7783333333
"8098" "艾滋病" 369080.45 222761.41 29 12726.9120689655
"8807" "重症肌无力" 368923.19 237618.72 21 17567.770952381
"3268" "急性重症胰腺炎" 368774.08 240270.49 12 30731.1733333333
"3138" "急性尿道炎" 366127.68 250992.14 83 4411.17686746988
"4700" "特指肺源性心脏病" 366044.52 282458.02 53 6906.50037735849
"6010" "缺血性脑血管病" 364836.62 286558.21 130 2806.43553846154
"6214" "肘关节骨折" 363018.77 234720.6 33 11000.5687878788
"1700" "咽炎" 360661.49 248817.95 98 3680.21928571429
"3054" "急性乙型肝炎" 360599.2 234426.84 67 5382.0776119403
"2679" "尿道炎" 360358.88 237228.21 144 2502.49222222222
"6611" "肺上叶恶性肿瘤" 360087.06 226759.11 27 13336.5577777778
"6039" "老年性痴呆引起的精神病" 359556.97 276593.25 64 5618.07765625
"2506" "宫颈恶性肿瘤个人史" 358311.38 277680.64 40 8957.7845
"6999" "胆囊炎 NOS" 357837.04 227452.94 48 7454.93833333333
"5487" "神经性皮炎[维达耳氏病]" 356940.68 245942.44 62 5757.10774193548
"9601" "骨关节病" 356892.52 199634.73 33 10814.9248484848
"5037" "白细胞增多症" 356745.18 250438.33 15 23783.012
"6368" "肝细胞癌" 355613.76 186091.58 19 18716.5136842105
"6679" "肺炎支原体感染" 355156.71 225166.78 37 9598.83
"1758" "喉癌术后咽口闭锁" 355077.94 250964.15 50 7101.5588
"5866" "结缔组织病" 355002.92 240318.08 35 10142.9405714286
"3960" "新生物" 354963.58 242934.69 35 10141.8165714286
"2205" "头皮挫伤" 354783.19 244314.73 56 6335.41410714286
"2153" "大脑神经胶质瘤病" 354199.42 218495.92 6 59033.2366666667
"1392" "卵巢癌切除个人史" 353454.62 253996.3 49 7213.35959183673
"3230" "急性肾衰竭" 352627.34 153254.56 11 32057.0309090909
"7460" "脑胶质细胞增生" 352460.02 250030.51 14 25175.7157142857
"8720" "过敏性紫癜" 351163.46 238321.68 48 7315.90541666667
"36" "G1P1剖宫产" 350872.95 173417.73 38 9233.49868421053
"5405" "睡眠障碍" 349200.72 242540.7 59 5918.65627118644
"2500" "宫颈外膜原位癌" 348889.82 225266.09 12 29074.1516666667
"9616" "骨恶性肿瘤" 348510.03 251515.73 12 29042.5025
"5679" "糖尿病前期" 347993.77 251476.56 103 3378.58029126214
"9998" "鼻骨骨折" 347944.72 217167.34 64 5436.63625
"8317" "视神经炎" 347532.08 225037.93 67 5187.04597014925
"3300" "急性髓系白血病" 346052.11 172875.51 7 49436.0157142857
"1227" "动脉硬化性脑病" 345626.11 251350.09 44 7855.13886363636
"9812" "高血压急症" 345248.86 254256.29 62 5568.53
"4376" "淋巴管恶性肿瘤" 343735.11 222614.34 24 14322.29625
"7018" "胆囊结石嵌顿" 342864.46 158791.36 29 11822.9124137931
"843" "关节病" 341760.62 204288.11 48 7120.01291666667
"6530" "肩关节周围炎" 341111.2 248469.94 70 4873.01714285714
"3246" "急性胆管炎" 340398.78 233703.73 25 13615.9512
"8875" "间质性肺炎" 340294.75 254383.03 81 4201.16975308642
"9633" "骨折迟延愈合" 340140.57 236763.38 21 16197.17
"6362" "肝管结石伴慢性胆囊炎" 339445.68 182988.73 25 13577.8272
"182" "上颌窦囊肿" 338832.88 209224.84 25 13553.3152
"2030" "多关节炎 NOS" 338695.63 239049.51 43 7876.64255813954
"5952" "绝经后骨质疏松" 336924.12 121556.12 21 16044.0057142857
"7750" "腹壁疝(切口疝)" 336871.36 220065.81 74 4552.31567567568
"3079" "急性化脓性中耳炎" 335604.46 226706.68 110 3050.94963636364
"5884" "结肠恶性肿瘤个人史" 334872.51 248095.65 35 9567.786
"8256" "血管炎" 334657.21 220028.96 21 15936.0576190476
"6825" "肾病综合征，肾小球轻微病变" 333655.33 229817.86 17 19626.7841176471
"5920" "结膜炎" 333284.5 202053.95 135 2468.77407407407
"8389" "角膜葡萄膜炎" 333237.48 221489.23 73 4564.89698630137
"3891" "搔痒症" 333045.86 217201.81 62 5371.70741935484
"2575" "小脑出血" 332433.02 243280.53 18 18468.5011111111
"3464" "慢性女性盆腔炎" 329340.16 205224.99 107 3077.94542056075
"6420" "肠梗阻伴粘连" 328855.08 217595.9 58 5669.91517241379
"1100" "前列腺原位癌" 328524.32 243623.19 48 6844.25666666667
"4564" "牙龈肿物" 328412.17 214500.4 23 14278.79
"4628" "特指女性盆腔炎性疾病" 327769.45 223593.41 108 3034.90231481481
"1421" "原发性单侧膝关节病" 327422.73 236334.14 61 5367.58573770492
"3851" "指骨骨折" 327317.67 209468.23 58 5643.40810344828
"3913" "支气管扩张合并感染" 327169.02 239740.73 48 6816.02125
"8539" "踝关节痛" 326895.79 231412.88 53 6167.84509433962
"2954" "心房纤维性颤动(心房纤颤)" 326494.76 220387.29 45 7255.43911111111
"4585" "特发性骨质疏松" 324907.81 254575.64 32 10153.3690625
"9811" "高血压心脏病伴心力衰竭" 324876.5 216251.23 22 14767.1136363636
"6717" "肺结核，显微镜检证实" 324704.97 228938.45 28 11596.6060714286
"3404" "感染性腹泻" 323950.72 205664.05 158 2050.32101265823
"4529" "煤矽肺" 323090.41 236115.3 89 3630.2293258427
"1965" "外科其他病（水火烫伤病）" 322736.56 215719.78 64 5042.75875
"7131" "胫腓骨干骨折" 322558.67 196263.08 15 21503.9113333333
"7443" "脑瘤 (M80006/1) NOS" 321831.27 220636.4 34 9465.62558823529
"5758" "纤维瘤病" 320881.2 166834.62 46 6975.67826086957
"8484" "足骨折" 320831.76 210506.97 28 11458.2771428571
"8718" "过敏性皮炎(湿疹)" 320622.94 207255.83 163 1967.01190184049
"5555" "窦性心律失常" 320297.88 210886.23 25 12811.9152
"2113" "大叶性肺炎" 319340.47 214396.56 113 2826.02185840708
"7358" "脊髓病" 318918.12 197070.24 11 28992.5563636364
"6597" "肱骨头骨折" 318451.33 187945.48 23 13845.71
"811" "全血细胞减少" 317779.79 205850.98 22 14444.5359090909
"9739" "髋关节炎" 317761.55 216726.15 46 6907.8597826087
"4855" "甲状腺腺瘤" 317478.8 209704.8 41 7743.38536585366
"5887" "结肠梗阻" 315140.83 209889.57 12 26261.7358333333
"5033" "白癜风" 315032.98 62484.01 19 16580.6831578947
"7797" "腹胀满病" 313852.75 222161.46 36 8718.13194444445
"1122" "前列腺肿瘤" 312961.88 189869.92 17 18409.5223529412
"3419" "慢性乙型病毒性肝炎，不伴有丁型肝炎病毒感染" 312448.41 185606.61 48 6509.341875
"469" "习惯性牙齿磨损" 312272.9 201247.54 68 4592.24852941177
"7196" "胸壁肿物" 311931.77 223927.51 7 44561.6814285714
"2532" "寻常性银屑病" 311660.01 188180.44 39 7991.28230769231
"5796" "细菌性肺炎" 311553.01 221688.17 85 3665.32952941176
"3139" "急性左心衰竭" 310111.21 221883.08 37 8381.38405405406
"10000" "鼾症(打鼾)" 310090.13 186597.67 36 8613.61472222222
"6334" "肝炎后肝硬化失代偿期" 309495.01 179323.52 17 18205.5888235294
"2189" "失眠" 309436.71 218914.49 60 5157.2785
"7627" "腕骨骨折" 308453.38 204244.86 43 7173.33441860465
"8162" "营养性贫血" 308198.34 217305.77 40 7704.9585
"1031" "切割伤" 307930.16 182732.33 26 11843.4676923077
"7232" "胸腰椎椎间盘突出" 307829.92 178690.74 24 12826.2466666667
"6689" "肺炎链球菌性肺炎" 307406.86 222729.83 64 4803.2321875
"8950" "阴道炎" 306812.45 197195.88 151 2031.87052980132
"2635" "尺骨桡骨远端骨折" 306685.35 188852 28 10953.0482142857
"824" "全身衰竭" 306066.15 214483.85 55 5564.83909090909
"4636" "特指急性胰腺炎" 305657.57 184643.79 21 14555.1223809524
"2749" "帕金森氏病" 304592.04 223987.52 59 5162.57694915254
"4336" "消化性溃疡" 302973.22 211496.72 57 5315.31964912281
"6686" "肺炎球菌感染" 301886.35 220745.85 53 5695.96886792453
"6791" "肾和输尿管结石" 300957.56 196928.64 103 2921.91805825243
"8087" "良性肿瘤" 300719.81 177402.76 37 8127.56243243243
"3578" "慢性胆囊炎急性发作" 300577.39 199159.75 99 3036.13525252525
"2703" "局部肿物" 300033.21 203641.36 21 14287.2957142857
"9940" "鼻息肉 NOS" 299602.7 198821.9 34 8811.84411764706
"7952" "膝关节损伤" 298711.02 196460.89 44 6788.88681818182
"1586" "可疑冠心病观察" 298235.26 196122.98 53 5627.08037735849
"7677" "腰椎结核" 297782.28 180597.24 9 33086.92
"5171" "盆腔恶性肿瘤" 297570.97 202093.73 9 33063.4411111111
"6024" "老年性关节炎" 297280.27 204364.02 44 6756.36977272727
"2362" "子宫内膜炎" 297241.52 177259.97 76 3911.07263157895
"2423" "子宫脱垂 NOS" 296285.45 195883.07 36 8230.15138888889
"2735" "左支气管肺恶性肿瘤" 296020.18 227252.34 13 22770.7830769231
"5695" "糖尿病性白内障" 295716.46 169317.79 49 6035.02979591837
"1061" "创伤性硬膜下血肿" 295652.77 197807.55 22 13438.7622727273
"376" "中枢性眩晕" 295165.2 203797.82 33 8944.4
"3223" "急性肾炎" 295054 208309.54 80 3688.175
"6595" "肱骨头[哈斯]骨软骨病(幼年型)" 294711.13 153188.93 12 24559.2608333333
"5101" "皮肤感染" 294518.78 184460.39 80 3681.48475
"6114" "耳聋 NOS" 292231.73 201175.81 50 5844.6346
"1750" "喉恶性肿瘤 NOS" 292045.19 209523.34 25 11681.8076
"8979" "阻塞性睡眠呼吸暂停综合征" 291644.87 169059.67 21 13887.850952381
"3059" "急性乳腺炎" 291398.07 169018.39 94 3099.97946808511
"1272" "化脓性脊柱炎" 290340.62 163021.53 5 58068.124
"2425" "子宫腺肌瘤" 290278.13 181039.45 44 6597.23022727273
"3152" "急性心肌缺血" 288975.98 208300.38 77 3752.9348051948
"1008" "出血性内痔" 288717.92 193840.29 31 9313.48129032258
"8474" "足软组织感染" 288469.69 192976.17 82 3517.92304878049
"9930" "鼻咽肿物" 288441.48 203028.55 13 22187.8061538462
"9287" "颅骨缺损修补" 288007.71 148444.22 5 57601.542
"561" "乳腺纤维囊性增生" 287758.56 135662.56 32 8992.455
"1297" "十二指肠球部溃疡" 287028.85 185126.47 68 4221.0125
"160" "上肢骨折" 286543.51 200688.42 24 11939.3129166667
"1053" "创伤性慢性硬膜下血肿" 286153.96 185739.54 5 57230.792
"3211" "急性肠梗阻" 285880.48 206903.37 50 5717.6096
"7356" "脊髓炎" 284328.08 198904.82 18 15796.0044444444
"8348" "视网膜脱离 NOS" 284047.76 176110.51 34 8354.34588235294
"5226" "直肠粘膜脱垂" 284046.61 172810.15 97 2928.31556701031
"8451" "足癣" 283410.6 181448.07 46 6161.1
"3434" "慢性化脓性中耳炎" 283364.66 170616.1 44 6440.10590909091
"6662" "肺泡性肺炎" 283013.61 182521.87 8 35376.70125
"2346" "子宫内膜原位癌" 282950.93 182186.79 21 13473.8538095238
"4374" "淋巴瘤样丘疹病" 282873.3 155878.42 12 23572.775
"9039" "陈旧性股骨骨折" 281722.23 130772.88 10 28172.223
"1765" "喉肿物" 280527.06 185969.86 17 16501.5917647059
"4256" "泌尿系统肿瘤" 280038.07 190545.18 16 17502.379375
"4679" "特指糖尿病" 279635.57 198107.16 28 9986.98464285714
"464" "乙状结肠良性肿瘤" 279599.22 192021.99 17 16447.0129411765
"9853" "鹰嘴骨折" 279215.18 178205.66 27 10341.302962963
"9560" "食管炎(急性)(慢性)(碱性)" 278557.68 195487.53 6 46426.28
"3116" "急性喉炎" 277513.89 169962.73 88 3153.56693181818
"6178" "肌筋膜炎" 277343.19 196135.37 44 6303.25431818182
"9081" "降主动脉夹层" 276544 21391.8 3 92181.3333333333
"7446" "脑瘤病（垂体瘤）" 276102.03 157200.33 9 30678.0033333333
"8907" "阴囊湿疹" 276056.51 181870.58 56 4929.58053571429
"9846" "鳞状细胞癌" 275350.29 204314.02 13 21180.7915384615
"7965" "膝关节置换术后疼痛" 274601.17 170199.17 5 54920.234
"9949" "鼻炎" 274529.53 180165.43 63 4357.61158730159
"4263" "泌尿道恶性肿瘤个人史" 274475.38 183200.21 13 21113.4907692308
"4510" "烧伤" 274386.69 167143.88 31 8851.1835483871
"5173" "盆腔炎性肿物" 274292.71 162213.22 30 9143.09033333333
"7382" "脑动脉瘤" 273614.55 169869.37 10 27361.455
"9140" "非典型性肺炎" 273601.98 174328.94 24 11400.0825
"5190" "直肠乙状结肠交界处肿瘤" 271996.84 137833.45 5 54399.368
"5597" "类风湿性心脏病" 271711.44 194147.97 73 3722.07452054795
"6225" "肛乳头肥大" 271473.99 166309.91 92 2950.80423913043
"9258" "颅内动脉瘤" 271373.38 120795.84 7 38767.6257142857
"7899" "膀胱原位癌" 270400.58 189367.22 19 14231.6094736842
"5438" "短暂性大脑缺血" 270136.84 195385.33 57 4739.24280701754
"7488" "脑血栓后遗症" 270094.6 194973.48 71 3804.14929577465
"1140" "前庭大腺脓肿" 269047.5 162774.27 108 2491.18055555556
"9308" "颈动脉硬化" 268968.71 197424.84 97 2772.87329896907
"9608" "骨坏死" 268477.29 145008.9 15 17898.486
"5429" "睾丸肿瘤" 268090.79 74286.76 8 33511.34875
"2422" "子宫肿瘤" 268058.58 161331.91 17 15768.1517647059
"4518" "热性晕厥" 267688.16 187366.92 28 9560.29142857143
"5180" "盆腔良性肿瘤" 267527.1 166056.41 20 13376.355
"9150" "非器质性失眠症" 267093.99 188278.08 26 10272.8457692308
"6031" "老年性未熟期白内障" 265100.89 116262.28 26 10196.1880769231
"816" "全身性疼痛" 264385.2 190403.7 27 9792.04444444445
"765" "先天性心脏病(CHD)" 264215.93 187652.86 30 8807.19766666667
"7297" "脂肪肉瘤" 264094.52 166962.84 9 29343.8355555556
"2103" "多脉管炎" 263094.3 170344.18 22 11958.8318181818
"9747" "髋关节置换术" 262710.97 143182.11 12 21892.5808333333
"9275" "颅咽管瘤" 262107.63 155553.92 4 65526.9075
"3829" "持续性发热" 262041.54 181985.98 71 3690.72591549296
"4560" "牙龈恶性肿瘤 NOS" 261967.98 195701.3 18 14553.7766666667
"7130" "胫腓骨下端骨折" 261667.66 173500.97 10 26166.766
"3682" "扁桃体肥大" 260520.9 131405.18 62 4201.95
"6435" "肠粘连" 260434.98 177553.02 39 6677.82
"8671" "输卵管恶性肿瘤" 260337.58 176421.74 8 32542.1975
"9920" "鼻咽壁恶性肿瘤" 260299.6 180710.12 10 26029.96
"9236" "鞘膜积液" 260076.12 181756.96 46 5653.82869565217
"4453" "湿疹样皮炎" 260054.57 170619.67 59 4407.70457627119
"7322" "脊柱结核" 259992.07 145807.35 6 43332.0116666667
"1859" "垂体良性肿瘤" 259642.22 123597.36 13 19972.4784615385
"6387" "肝脓肿" 258866.89 175167.36 19 13624.5731578947
"7455" "脑缺血灶" 258462.74 188517.5 26 9940.87461538462
"9070" "陈旧性面骨骨折" 257879.85 120018.44 11 23443.6227272727
"392" "中毒性肝硬化" 257830.17 171480.16 34 7583.24029411765
"5070" "皮炎和湿疹" 257460.13 166715.98 71 3626.19901408451
"2154" "大脑神经胶质瘤病 (M93810/3)" 257364.16 191209.47 14 18383.1542857143
"4840" "甲状腺炎" 256749.92 171447.03 36 7131.94222222222
"9395" "颈部脊髓损伤" 256172.3 173826.26 4 64043.075
"1182" "剖宫产术新生儿" 255956.95 112123.76 27 9479.88703703704
"7180" "胰腺肿物" 255898.4 141975.55 15 17059.8933333333
"5651" "精神障碍 NOS" 255378.71 177527.11 34 7511.13852941176
"9042" "陈旧性肺结核" 255059.74 172056.52 38 6712.09842105263
"9398" "颈部良性肿瘤" 254788.73 187975.96 19 13409.9331578947
"4951" "痒疹" 254345.26 157395.66 49 5190.71959183674
"9900" "鼻中隔恶性肿瘤" 254277.92 131993.33 15 16951.8613333333
"245" "下肢深静脉血栓形成" 253993.51 155830.56 14 18142.3935714286
"5404" "睡眠呼吸暂停综合征" 253992.7 158524.29 20 12699.635
"1530" "变应性鼻炎" 253850.36 153149.11 61 4161.48131147541
"6051" "老年性脑萎缩" 253655.95 117875.02 24 10568.9979166667
"9066" "陈旧性踝骨骨折" 252693.89 149897.6 26 9718.99576923077
"7715" "腰部脊髓震荡" 252270.94 178659.45 2 126135.47
"9553" "食管恶性肿瘤个人史" 252027.5 192598.29 30 8400.91666666667
"5215" "直肠梗阻" 251734.65 183523.34 31 8120.47258064516
"220" "下肢动脉血栓形成" 250710.48 132635.73 8 31338.81
"1562" "口腔炎" 250534.35 166069.97 40 6263.35875
"6834" "肾盂积水 NOS" 250398.63 169050.04 34 7364.66558823529
"4177" "毛囊炎" 250113.78 163482.78 57 4387.96105263158
"7285" "脂溢性皮炎" 248968.07 173678.58 40 6224.20175
"1087" "初发性或维持性睡眠障碍[失眠症]" 248756.77 152303.87 35 7107.33628571429
"3575" "慢性胃窦炎" 248593.61 155795.67 34 7311.57676470588
"6438" "肠系膜动脉供血不足" 248384.06 163826.71 52 4776.61653846154
"1502" "反胃病" 247562.6 136349.66 7 35366.0857142857
"436" "主动脉溃疡" 247527.67 147131.14 2 123763.835
"7469" "脑膜炎" 247008.16 158980.41 9 27445.3511111111
"6940" "胃穿孔" 246964.08 164277.47 15 16464.272
"6357" "肝移植状态" 245868.24 154390.98 6 40978.04
"6038" "老年性痴呆" 245497.52 184594.59 14 17535.5371428571
"3646" "成年型糖尿病[成人发病型糖尿病]" 245298.22 165913.65 46 5332.57
"5659" "精索静脉曲张" 245269 132792.91 34 7213.79411764706
"3666" "扁桃体咽炎" 245242.6 153596.92 80 3065.5325
"5553" "窦性心动过缓" 245016.1 155035.69 30 8167.20333333333
"4152" "横结肠恶性肿瘤" 244686.97 179219.92 13 18822.0746153846
"2497" "宫颈原位癌" 244663.71 136112.57 26 9410.14269230769
"3871" "掌骨骨折" 243967.5 149473.4 40 6099.1875
"7690" "腰椎间盘脱出伴坐骨神经痛" 243832.72 155422.26 45 5418.50488888889
"5876" "结肠原位癌" 243745.59 155771.71 34 7168.98794117647
"8212" "血友病" 243586.71 166645.46 26 9368.71961538461
"1192" "副乳腺恶性肿瘤" 243462.61 169099.47 25 9738.5044
"9718" "骶骨骨折" 243427.66 166070.96 39 6241.73487179487
"689" "低蛋白血症" 243220.44 169019.93 11 22110.9490909091
"2960" "心源性休克" 242324.9 159057.77 12 20193.7416666667
"6975" "胃肿瘤" 241431.03 147379.97 17 14201.8252941176
"7182" "胰腺肿瘤 (M80002/1)" 241182.24 168103.11 20 12059.112
"3567" "慢性肾脏病3期" 241132.31 129334.18 8 30141.53875
"1844" "坐骨结节囊肿" 240799.98 160892.06 54 4459.25888888889
"4769" "玻璃体混浊" 239854.96 153444.02 53 4525.56528301887
"7680" "腰椎脱位" 239349.47 150297.99 25 9573.9788
"6448" "肠绞痛" 239289.15 159148.56 24 9970.38125
"6029" "老年性成熟期白内障" 238756.82 147145.48 29 8232.99379310345
"2182" "天疱疮" 238132.89 175164.19 24 9922.20375
"3165" "急性气管炎" 237409.48 172090.09 62 3829.18516129032
"9975" "鼻腔恶性肿瘤" 237322.14 154790.09 13 18255.5492307692
"4197" "气管炎" 236999.94 171651.07 76 3118.42026315789
"453" "乙型肝炎大三阳" 236928.87 112119.77 16 14808.054375
"5756" "纤维瘤 NOS" 236719.79 153621.1 46 5146.08239130435
"4678" "特指类风湿性关节炎" 236537.16 139993.79 23 10284.2243478261
"9921" "鼻咽底恶性肿瘤" 236459.6 84163.38 2 118229.8
"9317" "颈椎不稳定" 236409.86 167647.45 37 6389.45567567568
"4676" "特指破伤风" 235290.82 128835.68 3 78430.2733333333
"3156" "急性早幼粒细胞性白血病" 235222.23 156970.09 1 235222.23
"7221" "胸痹心痛病" 234435.68 169644.9 19 12338.72
"1133" "前庭大腺囊肿" 234396.16 142546.05 71 3301.35436619718
"7917" "膀胱肿物" 234143.86 134682.66 22 10642.9027272727
"4205" "气胸病" 234036.08 156371.82 24 9751.50333333333
